antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'POSTAGE'}),0.07653061224489796,0.7653061224489796,0.07653061224489796,1.0,1.3066666666666666,0.017961266139108707,inf
"frozenset({'RED TOADSTOOL LED NIGHT LIGHT', 'PLASTERS IN TIN CIRCUS PARADE'})",frozenset({'POSTAGE'}),0.05102040816326531,0.7653061224489796,0.05102040816326531,1.0,1.3066666666666666,0.011974177426072471,inf
"frozenset({'RED TOADSTOOL LED NIGHT LIGHT', 'PLASTERS IN TIN WOODLAND ANIMALS'})",frozenset({'POSTAGE'}),0.05357142857142857,0.7653061224489796,0.05357142857142857,1.0,1.3066666666666666,0.012572886297376094,inf
"frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS', 'SET/6 RED SPOTTY PAPER CUPS'})",frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),0.10204081632653061,0.12755102040816327,0.09948979591836735,0.975,7.643999999999999,0.0864743856726364,34.89795918367344
"frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS', 'SET/6 RED SPOTTY PAPER PLATES'})",frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),0.10204081632653061,0.1377551020408163,0.09948979591836735,0.975,7.077777777777778,0.08543315285297792,34.489795918367314
"frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS', 'POSTAGE', 'SET/6 RED SPOTTY PAPER CUPS'})",frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),0.08418367346938775,0.12755102040816327,0.08163265306122448,0.9696969696969696,7.602424242424242,0.07089493960849645,28.790816326530532
"frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS', 'SET/6 RED SPOTTY PAPER PLATES', 'POSTAGE'})",frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),0.08418367346938775,0.1377551020408163,0.08163265306122448,0.9696969696969696,7.0392817059483725,0.07003592253227821,28.454081632652983
frozenset({'RED RETROSPOT PICNIC BAG'}),frozenset({'POSTAGE'}),0.07142857142857142,0.7653061224489796,0.06887755102040816,0.9642857142857142,1.26,0.014212827988338193,6.571428571428555
frozenset({'SET OF 9 BLACK SKULL BALLOONS'}),frozenset({'POSTAGE'}),0.0663265306122449,0.7653061224489796,0.06377551020408163,0.9615384615384615,1.2564102564102564,0.013015410245730948,6.102040816326518
frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),0.12755102040816327,0.1377551020408163,0.12244897959183673,0.96,6.968888888888889,0.10487817576009996,21.556122448979572
frozenset({'PACK OF 6 SKULL PAPER CUPS'}),frozenset({'POSTAGE'}),0.06377551020408163,0.7653061224489796,0.061224489795918366,0.96,1.2544,0.012416701374427325,5.867346938775506
frozenset({'RETROSPOT PARTY BAG + STICKER SET'}),frozenset({'POSTAGE'}),0.061224489795918366,0.7653061224489796,0.058673469387755105,0.9583333333333334,1.2522222222222223,0.011817992503123702,5.632653061224496
frozenset({'GUMBALL COAT RACK'}),frozenset({'POSTAGE'}),0.058673469387755105,0.7653061224489796,0.05612244897959184,0.9565217391304347,1.249855072463768,0.011219283631820072,5.39795918367346
frozenset({'PACK OF 6 SKULL PAPER PLATES'}),frozenset({'POSTAGE'}),0.05612244897959184,0.7653061224489796,0.05357142857142857,0.9545454545454545,1.2472727272727273,0.010620574760516449,5.163265306122442
"frozenset({'SET/6 RED SPOTTY PAPER PLATES', 'POSTAGE'})",frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),0.10714285714285714,0.1377551020408163,0.10204081632653061,0.9523809523809524,6.913580246913582,0.08728134110787172,18.10714285714288
frozenset({'JAM MAKING SET PRINTED'}),frozenset({'POSTAGE'}),0.05357142857142857,0.7653061224489796,0.05102040816326531,0.9523809523809524,1.2444444444444447,0.010021865889212833,4.928571428571435
frozenset({'TEA PARTY BIRTHDAY CARD'}),frozenset({'POSTAGE'}),0.09438775510204081,0.7653061224489796,0.08928571428571429,0.945945945945946,1.2360360360360363,0.017050187421907545,4.341836734693887
frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY'}),frozenset({'POSTAGE'}),0.12244897959183673,0.7653061224489796,0.11479591836734694,0.9375,1.225,0.021084964598084135,3.755102040816327
frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'POSTAGE'}),0.15816326530612246,0.7653061224489796,0.14795918367346939,0.9354838709677419,1.2223655913978495,0.026915868388171588,3.637755102040814
frozenset({'CHILDRENS CUTLERY SPACEBOY'}),frozenset({'CHILDRENS CUTLERY DOLLY GIRL'}),0.06887755102040816,0.07142857142857142,0.06377551020408163,0.925925925925926,12.962962962962965,0.05885568513119534,12.535714285714306
frozenset({'ASSORTED COLOUR MINI CASES'}),frozenset({'POSTAGE'}),0.06887755102040816,0.7653061224489796,0.06377551020408163,0.925925925925926,1.2098765432098768,0.011063098708871316,3.1683673469387807
frozenset({'SET OF 2 TEA TOWELS APPLE AND PEARS'}),frozenset({'POSTAGE'}),0.06887755102040816,0.7653061224489796,0.06377551020408163,0.925925925925926,1.2098765432098768,0.011063098708871316,3.1683673469387807
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG APPLE DESIGN'})",frozenset({'POSTAGE'}),0.0663265306122449,0.7653061224489796,0.061224489795918366,0.923076923076923,1.2061538461538461,0.01046438983756768,3.0510204081632635
"frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY', 'LUNCH BOX WITH CUTLERY RETROSPOT'})",frozenset({'POSTAGE'}),0.06377551020408163,0.7653061224489796,0.058673469387755105,0.92,1.2021333333333335,0.009865680966264063,2.933673469387757
"frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",frozenset({'POSTAGE'}),0.06377551020408163,0.7653061224489796,0.058673469387755105,0.92,1.2021333333333335,0.009865680966264063,2.933673469387757
frozenset({'ALARM CLOCK BAKELIKE RED'}),frozenset({'POSTAGE'}),0.09438775510204081,0.7653061224489796,0.08673469387755102,0.918918918918919,1.200720720720721,0.014499167013744277,2.894557823129254
"frozenset({'ALARM CLOCK BAKELIKE PINK', 'ALARM CLOCK BAKELIKE GREEN', 'POSTAGE'})",frozenset({'ALARM CLOCK BAKELIKE RED'}),0.061224489795918366,0.09438775510204081,0.05612244897959184,0.9166666666666667,9.711711711711713,0.050343606830487296,10.86734693877552
frozenset({'PACK OF 6 SKULL PAPER PLATES'}),frozenset({'PACK OF 6 SKULL PAPER CUPS'}),0.05612244897959184,0.06377551020408163,0.05102040816326531,0.9090909090909091,14.254545454545454,0.047441170345689294,10.298469387755098
frozenset({'CIRCUS PARADE CHILDRENS EGG CUP'}),frozenset({'POSTAGE'}),0.05612244897959184,0.7653061224489796,0.05102040816326531,0.9090909090909091,1.187878787878788,0.008069554352353188,2.581632653061224
frozenset({'PARTY BUNTING'}),frozenset({'POSTAGE'}),0.05612244897959184,0.7653061224489796,0.05102040816326531,0.9090909090909091,1.187878787878788,0.008069554352353188,2.581632653061224
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG WOODLAND'})",frozenset({'POSTAGE'}),0.05612244897959184,0.7653061224489796,0.05102040816326531,0.9090909090909091,1.187878787878788,0.008069554352353188,2.581632653061224
"frozenset({'ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE GREEN'})",frozenset({'POSTAGE'}),0.07908163265306123,0.7653061224489796,0.07142857142857142,0.9032258064516128,1.1802150537634408,0.010906913785922526,2.425170068027208
frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'POSTAGE'}),0.07397959183673469,0.7653061224489796,0.0663265306122449,0.8965517241379312,1.1714942528735635,0.009709496043315294,2.2687074829932006
"frozenset({'ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE PINK'})",frozenset({'POSTAGE'}),0.07397959183673469,0.7653061224489796,0.0663265306122449,0.8965517241379312,1.1714942528735635,0.009709496043315294,2.2687074829932006
frozenset({'CHILDRENS CUTLERY DOLLY GIRL'}),frozenset({'CHILDRENS CUTLERY SPACEBOY'}),0.07142857142857142,0.06887755102040816,0.06377551020408163,0.8928571428571429,12.962962962962965,0.05885568513119534,8.690476190476195
frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),0.1377551020408163,0.12755102040816327,0.12244897959183673,0.888888888888889,6.968888888888889,0.10487817576009996,7.852040816326535
frozenset({'COFFEE MUG APPLES DESIGN'}),frozenset({'POSTAGE'}),0.06887755102040816,0.7653061224489796,0.061224489795918366,0.888888888888889,1.1614814814814816,0.008512078300708048,2.1122448979591852
frozenset({'CHARLOTTE BAG DOLLY GIRL DESIGN'}),frozenset({'POSTAGE'}),0.0663265306122449,0.7653061224489796,0.058673469387755105,0.8846153846153846,1.1558974358974359,0.007913369429404418,2.0340136054421767
frozenset({'JUMBO BAG APPLES'}),frozenset({'POSTAGE'}),0.0663265306122449,0.7653061224489796,0.058673469387755105,0.8846153846153846,1.1558974358974359,0.007913369429404418,2.0340136054421767
frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),frozenset({'POSTAGE'}),0.10714285714285714,0.7653061224489796,0.09438775510204081,0.8809523809523809,1.1511111111111112,0.012390670553935862,1.9714285714285713
frozenset({'JUMBO BAG SPACEBOY DESIGN'}),frozenset({'POSTAGE'}),0.06377551020408163,0.7653061224489796,0.05612244897959184,0.88,1.1498666666666668,0.007314660558100795,1.9557823129251704
"frozenset({'ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE PINK', 'ALARM CLOCK BAKELIKE GREEN'})",frozenset({'POSTAGE'}),0.06377551020408163,0.7653061224489796,0.05612244897959184,0.88,1.1498666666666668,0.007314660558100795,1.9557823129251704
frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),frozenset({'POSTAGE'}),0.1683673469387755,0.7653061224489796,0.14795918367346939,0.8787878787878788,1.1482828282828283,0.019106622240733034,1.9362244897959187
frozenset({'RABBIT NIGHT LIGHT'}),frozenset({'POSTAGE'}),0.18877551020408162,0.7653061224489796,0.16581632653061223,0.8783783783783784,1.1477477477477478,0.02134527280299875,1.9297052154195018
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'POSTAGE'}),0.10204081632653061,0.7653061224489796,0.08928571428571429,0.875,1.1433333333333333,0.011193252811328616,1.8775510204081636
frozenset({'PAPER BUNTING RETROSPOT'}),frozenset({'POSTAGE'}),0.08163265306122448,0.7653061224489796,0.07142857142857142,0.875,1.1433333333333333,0.008954602249062894,1.8775510204081636
frozenset({'RED TOADSTOOL LED NIGHT LIGHT'}),frozenset({'POSTAGE'}),0.18112244897959184,0.7653061224489796,0.15816326530612246,0.8732394366197184,1.1410328638497653,0.0195491461890879,1.8514739229024955
"frozenset({'POSTAGE', 'SET/6 RED SPOTTY PAPER CUPS'})",frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),0.11734693877551021,0.12755102040816327,0.10204081632653061,0.8695652173913043,6.817391304347826,0.08707309454394002,6.6887755102040805
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'POSTAGE'}),0.11734693877551021,0.7653061224489796,0.10204081632653061,0.8695652173913043,1.136231884057971,0.012234485630987085,1.7993197278911564
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'POSTAGE'}),0.09693877551020408,0.7653061224489796,0.08418367346938775,0.868421052631579,1.1347368421052633,0.00999583506872137,1.7836734693877558
"frozenset({'ALARM CLOCK BAKELIKE PINK', 'ALARM CLOCK BAKELIKE GREEN'})",frozenset({'ALARM CLOCK BAKELIKE RED'}),0.07397959183673469,0.09438775510204081,0.06377551020408163,0.8620689655172414,9.13327120223672,0.05679274260724698,6.565688775510207
"frozenset({'ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE PINK'})",frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.07397959183673469,0.09693877551020408,0.06377551020408163,0.8620689655172414,8.892921960072597,0.056604019158683884,6.547193877551024
frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),frozenset({'POSTAGE'}),0.1377551020408163,0.7653061224489796,0.11734693877551021,0.851851851851852,1.1130864197530865,0.011922115785089574,1.5841836734693893
"frozenset({'POSTAGE', 'ALARM CLOCK BAKELIKE GREEN'})",frozenset({'ALARM CLOCK BAKELIKE RED'}),0.08418367346938775,0.09438775510204081,0.07142857142857142,0.8484848484848485,8.98935298935299,0.06348266347355268,5.977040816326531
"frozenset({'ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE PINK', 'POSTAGE'})",frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.0663265306122449,0.09693877551020408,0.05612244897959184,0.8461538461538461,8.728744939271255,0.04969283631820075,5.869897959183674
frozenset({'SET OF 9 HEART SHAPED BALLOONS'}),frozenset({'POSTAGE'}),0.0663265306122449,0.7653061224489796,0.05612244897959184,0.8461538461538461,1.1056410256410256,0.00536234902124115,1.5255102040816328
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'POSTAGE'}),0.09693877551020408,0.7653061224489796,0.08163265306122448,0.8421052631578947,1.1003508771929824,0.007444814660558102,1.486394557823129
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'POSTAGE'}),0.09693877551020408,0.7653061224489796,0.08163265306122448,0.8421052631578947,1.1003508771929824,0.007444814660558102,1.486394557823129
frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),frozenset({'POSTAGE'}),0.12755102040816327,0.7653061224489796,0.10714285714285714,0.84,1.0976,0.009527280299875054,1.4668367346938775
"frozenset({'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG WOODLAND'})",frozenset({'POSTAGE'}),0.06377551020408163,0.7653061224489796,0.05357142857142857,0.84,1.0976,0.004763640149937527,1.4668367346938775
frozenset({'ALARM CLOCK BAKELIKE RED'}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.09438775510204081,0.09693877551020408,0.07908163265306123,0.8378378378378379,8.642958748221908,0.06993179925031237,5.568877551020412
frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'POSTAGE'}),0.125,0.7653061224489796,0.10459183673469388,0.8367346938775511,1.0933333333333335,0.008928571428571438,1.4375000000000007
frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'POSTAGE'}),0.125,0.7653061224489796,0.10459183673469388,0.8367346938775511,1.0933333333333335,0.008928571428571438,1.4375000000000007
frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'POSTAGE'}),0.1377551020408163,0.7653061224489796,0.11479591836734694,0.8333333333333335,1.0888888888888892,0.009371095376926306,1.408163265306124
frozenset({'RED RETROSPOT MINI CASES'}),frozenset({'POSTAGE'}),0.1377551020408163,0.7653061224489796,0.11479591836734694,0.8333333333333335,1.0888888888888892,0.009371095376926306,1.408163265306124
frozenset({'SET/10 RED POLKADOT PARTY CANDLES'}),frozenset({'POSTAGE'}),0.07653061224489796,0.7653061224489796,0.06377551020408163,0.8333333333333334,1.088888888888889,0.00520616409829238,1.408163265306123
"frozenset({'SET/6 RED SPOTTY PAPER PLATES', 'SET/6 RED SPOTTY PAPER CUPS'})",frozenset({'POSTAGE'}),0.12244897959183673,0.7653061224489796,0.10204081632653061,0.8333333333333334,1.088888888888889,0.008329862557267809,1.408163265306123
"frozenset({'PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN CIRCUS PARADE'})",frozenset({'POSTAGE'}),0.08928571428571429,0.7653061224489796,0.07397959183673469,0.8285714285714285,1.0826666666666667,0.005648688046647227,1.3690476190476188
"frozenset({'ALARM CLOCK BAKELIKE PINK', 'ALARM CLOCK BAKELIKE GREEN'})",frozenset({'POSTAGE'}),0.07397959183673469,0.7653061224489796,0.061224489795918366,0.8275862068965517,1.0813793103448277,0.0046074552269887575,1.3612244897959185
frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS'}),frozenset({'POSTAGE'}),0.1326530612244898,0.7653061224489796,0.1096938775510204,0.8269230769230769,1.0805128205128205,0.008173677634319032,1.3560090702947845
frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),frozenset({'POSTAGE'}),0.10204081632653061,0.7653061224489796,0.08418367346938775,0.825,1.078,0.00609121199500208,1.3411078717201166
"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN CIRCUS PARADE'})",frozenset({'POSTAGE'}),0.10204081632653061,0.7653061224489796,0.08418367346938775,0.825,1.078,0.00609121199500208,1.3411078717201166
"frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS', 'SET/6 RED SPOTTY PAPER CUPS'})",frozenset({'POSTAGE'}),0.10204081632653061,0.7653061224489796,0.08418367346938775,0.825,1.078,0.00609121199500208,1.3411078717201166
"frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS', 'SET/6 RED SPOTTY PAPER PLATES'})",frozenset({'POSTAGE'}),0.10204081632653061,0.7653061224489796,0.08418367346938775,0.825,1.078,0.00609121199500208,1.3411078717201166
"frozenset({'ALARM CLOCK BAKELIKE RED', 'POSTAGE'})",frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.08673469387755102,0.09693877551020408,0.07142857142857142,0.8235294117647058,8.495356037151703,0.06302061640982923,5.117346938775509
"frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS', 'SET/6 RED SPOTTY PAPER PLATES', 'SET/6 RED SPOTTY PAPER CUPS'})",frozenset({'POSTAGE'}),0.09948979591836735,0.7653061224489796,0.08163265306122448,0.8205128205128205,1.0721367521367522,0.00549250312369845,1.3075801749271136
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE RED'}),0.09693877551020408,0.09438775510204081,0.07908163265306123,0.8157894736842106,8.642958748221908,0.06993179925031237,4.916180758017496
"frozenset({'SET/6 RED SPOTTY PAPER PLATES', 'SET/6 RED SPOTTY PAPER CUPS'})",frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS'}),0.12244897959183673,0.1326530612244898,0.09948979591836735,0.8125,6.125,0.08324656393169513,4.625850340136054
frozenset({'CHILDRENS APRON SPACEBOY DESIGN'}),frozenset({'POSTAGE'}),0.0663265306122449,0.7653061224489796,0.05357142857142857,0.8076923076923076,1.0553846153846154,0.002811328613077882,1.2204081632653057
"frozenset({'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG RED RETROSPOT'})",frozenset({'POSTAGE'}),0.0663265306122449,0.7653061224489796,0.05357142857142857,0.8076923076923076,1.0553846153846154,0.002811328613077882,1.2204081632653057
"frozenset({'ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE GREEN'})",frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.07908163265306123,0.10204081632653061,0.06377551020408163,0.8064516129032258,7.903225806451612,0.055705955851728446,4.639455782312924
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'POSTAGE'}),0.17091836734693877,0.7653061224489796,0.1377551020408163,0.8059701492537313,1.053134328358209,0.00695022907122031,1.209576138147567
"frozenset({'PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN WOODLAND ANIMALS'})",frozenset({'POSTAGE'}),0.10459183673469388,0.7653061224489796,0.08418367346938775,0.8048780487804877,1.0517073170731708,0.0041389004581424416,1.2028061224489794
frozenset({'LUNCH BOX WITH CUTLERY RETROSPOT'}),frozenset({'POSTAGE'}),0.14285714285714285,0.7653061224489796,0.11479591836734694,0.8035714285714286,1.05,0.005466472303207015,1.1948051948051952
frozenset({'PACK OF 6 SKULL PAPER CUPS'}),frozenset({'PACK OF 6 SKULL PAPER PLATES'}),0.06377551020408163,0.05612244897959184,0.05102040816326531,0.8,14.254545454545456,0.047441170345689294,4.719387755102042
frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),"frozenset({'POSTAGE', 'SET/6 RED SPOTTY PAPER CUPS'})",0.12755102040816327,0.11734693877551021,0.10204081632653061,0.8,6.817391304347826,0.08707309454394002,4.41326530612245
frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS'}),0.12755102040816327,0.1326530612244898,0.10204081632653061,0.8,6.030769230769231,0.08512078300708038,4.336734693877552
"frozenset({'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG APPLE DESIGN'})",frozenset({'POSTAGE'}),0.06377551020408163,0.7653061224489796,0.05102040816326531,0.8,1.0453333333333334,0.002212619741774266,1.1734693877551026
"frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS', 'SET/6 RED SPOTTY PAPER CUPS'})","frozenset({'SET/6 RED SPOTTY PAPER PLATES', 'POSTAGE'})",0.10204081632653061,0.10714285714285714,0.08163265306122448,0.7999999999999999,7.466666666666667,0.0706997084548105,4.464285714285713
